"id","title","author","genre","year","description"
"116","Sideswipe: A Hoke Moseley Novel","Charles Willeford/Lawrence Block","Mystery","2005","A book titled Sideswipe: A Hoke Moseley Novel written by Charles Willeford/Lawrence Block belonging to the Mystery genre."
"117","Miami Blues (Hoke Moseley #1)","Charles Willeford/Elmore Leonard","Mystery","2004","A book titled Miami Blues (Hoke Moseley #1) written by Charles Willeford/Elmore Leonard belonging to the Mystery genre."
"118","The Burnt Orange Heresy (Vintage Crime/Black Lizard)","Charles Willeford","Fiction;Mystery","1990","A book titled The Burnt Orange Heresy (Vintage Crime/Black Lizard) written by Charles Willeford belonging to the Fiction;Mystery genre."
"119","I am Charlotte Simmons","Tom Wolfe","Fiction;Novels;Contemporary;Academic","2005","A book titled I am Charlotte Simmons written by Tom Wolfe belonging to the Fiction;Novels;Contemporary;Academic genre."
"120","Poetry for Young People: Edward Lear","Edward Lear/Laura Huliska-Beith/Edward Mendelson","Poetry;Childrens;Childrens","2001","A book titled Poetry for Young People: Edward Lear written by Edward Lear/Laura Huliska-Beith/Edward Mendelson belonging to the Poetry;Childrens;Childrens genre."
"121","The Puffin Book of Nonsense Verse","Quentin Blake","Poetry;Childrens;Humor;Anthologies;Fiction","1996","A book titled The Puffin Book of Nonsense Verse written by Quentin Blake belonging to the Poetry;Childrens;Humor;Anthologies;Fiction genre."
"122","Henry Miller on Writing","Henry Miller/Thomas H. Moore","Language","1964","A book titled Henry Miller on Writing written by Henry Miller/Thomas H. Moore belonging to the Language genre."
"123","Quiet Days in Clichy","Henry Miller","Fiction;Literature;Classics;Novels;Adult Fiction","1994","A book titled Quiet Days in Clichy written by Henry Miller belonging to the Fiction;Literature;Classics;Novels;Adult Fiction genre."
"124","Tropic of Cancer","Henry Miller/Jiří Níl","Fiction;Classics;Literature;Novels;Literature","1994","A book titled Tropic of Cancer written by Henry Miller/Jiří Níl belonging to the Fiction;Classics;Literature;Novels;Literature genre."
"125","Tropic of Capricorn","Henry Miller","Fiction;Classics;Literature;Novels;Literature","1994","A book titled Tropic of Capricorn written by Henry Miller belonging to the Fiction;Classics;Literature;Novels;Literature genre."
"126","Nexus (The Rosy Crucifixion  #3)","Henry Miller","Fiction;Literature;Classics;Novels;Literature","1994","A book titled Nexus (The Rosy Crucifixion  #3) written by Henry Miller belonging to the Fiction;Literature;Classics;Novels;Literature genre."
"127","Sexus (The Rosy Crucifixion  #1)","Henry Miller","Fiction;Classics;Literature;Novels;Adult Fiction","1994","A book titled Sexus (The Rosy Crucifixion  #1) written by Henry Miller belonging to the Fiction;Classics;Literature;Novels;Adult Fiction genre."
"128","The Air-Conditioned Nightmare","Henry Miller","Fiction;Travel;Literature;Writing","1970","A book titled The Air-Conditioned Nightmare written by Henry Miller belonging to the Fiction;Travel;Literature;Writing genre."
"129","The Portrait of a Lady","Henry James/Patricia Crick","Classics;Fiction;Literature;Literature","2003","A book titled The Portrait of a Lady written by Henry James/Patricia Crick belonging to the Classics;Fiction;Literature;Literature genre."
"130","The Portrait of a Lady","Henry James/Gabriel Brownstein/Mary Cregan","Classics;Fiction;Literature;Literature","2004","A book titled The Portrait of a Lady written by Henry James/Gabriel Brownstein/Mary Cregan belonging to the Classics;Fiction;Literature;Literature genre."
"131","Writing","Marguerite Duras","Nonfiction;Language","1999","A book titled Writing written by Marguerite Duras belonging to the Nonfiction;Language genre."
"132","The War","Marguerite Duras/Barbara Bray","Cultural","1994","A book titled The War written by Marguerite Duras/Barbara Bray belonging to the Cultural genre."
"133","The Ravishing of Lol Stein","Marguerite Duras/Richard Seever","Fiction;Cultural","1986","A book titled The Ravishing of Lol Stein written by Marguerite Duras/Richard Seever belonging to the Fiction;Cultural genre."
"134","Love Letters","Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari","Poetry;Nonfiction;Romance","1999","A book titled Love Letters written by Kahlil Gibran/Suheil Bushrui/Salma H. Al-Kuzbari belonging to the Poetry;Nonfiction;Romance genre."
"135","Kahlil Gibran: His Life and World","Jean Gibran/جبران خليل جبران/Kahlil Gibran","Biography;History","1998","A book titled Kahlil Gibran: His Life and World written by Jean Gibran/جبران خليل جبران/Kahlil Gibran belonging to the Biography;History genre."
"136","The Beloved: Reflections on the Path of the Heart","Kahlil Gibran/John Walbridge/Robin Waterfield","Poetry;Philosophy;Classics;Fiction;Literature;Spirituality;Romance","1998","A book titled The Beloved: Reflections on the Path of the Heart written by Kahlil Gibran/John Walbridge/Robin Waterfield belonging to the Poetry;Philosophy;Classics;Fiction;Literature;Spirituality;Romance genre."
"137","Jesus the Son of Man","Kahlil Gibran/جبران خليل جبران","Poetry;Religion;Fiction;Philosophy;Classics;Spirituality;Literature;Religion","1995","A book titled Jesus the Son of Man written by Kahlil Gibran/جبران خليل جبران belonging to the Poetry;Religion;Fiction;Philosophy;Classics;Spirituality;Literature;Religion genre."
"138","The Broken Wings","Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris","Classics;Poetry;Fiction;Romance;Novels;Philosophy;Literature;Spirituality;Cultural","2003","A book titled The Broken Wings written by Kahlil Gibran/جبران خليل جبران/Anthony Rizcallah Ferris belonging to the Classics;Poetry;Fiction;Romance;Novels;Philosophy;Literature;Spirituality;Cultural genre."
"139","Sand and Foam","Kahlil Gibran/جبران خليل جبران","Poetry;Philosophy;Classics;Fiction;Literature;Spirituality;Religion;Literature","2011","A book titled Sand and Foam written by Kahlil Gibran/جبران خليل جبران belonging to the Poetry;Philosophy;Classics;Fiction;Literature;Spirituality;Religion;Literature genre."
"140","Treasure Island","Robert Louis Stevenson","Classics;Fiction;Adventure;Historical","2001","A book titled Treasure Island written by Robert Louis Stevenson belonging to the Classics;Fiction;Adventure;Historical genre."
"141","Treasure Island","Robert Louis Stevenson/Scott McKowen","Classics;Fiction;Adventure;Historical","2004","A book titled Treasure Island written by Robert Louis Stevenson/Scott McKowen belonging to the Classics;Fiction;Adventure;Historical genre."
"142","Treasure Island","Robert Louis Stevenson","Classics;Fiction;Adventure;Historical","2005","A book titled Treasure Island written by Robert Louis Stevenson belonging to the Classics;Fiction;Adventure;Historical genre."
"143","Treasure Island","Robert Louis Stevenson/N.C. Wyeth/Timothy Meis","Classics;Fiction;Adventure;Historical","2003","A book titled Treasure Island written by Robert Louis Stevenson/N.C. Wyeth/Timothy Meis belonging to the Classics;Fiction;Adventure;Historical genre."
"144","Treasure Island","Robert Louis Stevenson/Milo Winter","Classics;Fiction;Adventure;Historical","2002","A book titled Treasure Island written by Robert Louis Stevenson/Milo Winter belonging to the Classics;Fiction;Adventure;Historical genre."
"145","Treasure Island (Great Illustrated Classics)","Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson","Classics;Fiction;Adventure;Childrens;Adventure","2006","A book titled Treasure Island (Great Illustrated Classics) written by Deidre S. Laiken/A.J. McAllister/Robert Louis Stevenson belonging to the Classics;Fiction;Adventure;Childrens;Adventure genre."
"146","100 Years of Lynchings","Ralph Ginzburg","History;Race;Nonfiction;Cultural","1996","A book titled 100 Years of Lynchings written by Ralph Ginzburg belonging to the History;Race;Nonfiction;Cultural genre."
"147","Cien años de soledad","Gabriel García Márquez","Fiction;Classics;Magical Realism;Literature;Fantasy;Novels;Historical","1990","A book titled Cien años de soledad written by Gabriel García Márquez belonging to the Fiction;Classics;Magical Realism;Literature;Fantasy;Novels;Historical genre."
"148","On Beyond Zebra!","Dr. Seuss","Childrens","1955","A book titled On Beyond Zebra! written by Dr. Seuss belonging to the Childrens genre."
"149","The Wedding Clause","Debbie Raleigh","Romance;Romance","2005","A book titled The Wedding Clause written by Debbie Raleigh belonging to the Romance;Romance genre."
"150","The Zebra Wall","Kevin Henkes","Realistic Fiction;Childrens","2005","A book titled The Zebra Wall written by Kevin Henkes belonging to the Realistic Fiction;Childrens genre."
"151","El perfume: Historia de un asesino","Patrick Süskind","Fiction;Classics;Historical","2002","A book titled El perfume: Historia de un asesino written by Patrick Süskind belonging to the Fiction;Classics;Historical genre."
"152","The Door Into Summer","Robert A. Heinlein","Science Fiction;Fiction;Science Fiction","1997","A book titled The Door Into Summer written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Science Fiction genre."
"153","Stranger in a Strange Land","Robert A. Heinlein","Science Fiction;Fiction;Classics;Science Fiction Fantasy;Fantasy;Novels;Speculative Fiction;Philosophy;Audiobook;Religion","1991","A book titled Stranger in a Strange Land written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Classics;Science Fiction Fantasy;Fantasy;Novels;Speculative Fiction;Philosophy;Audiobook;Religion genre."
"154","To Sail Beyond the Sunset","Robert A. Heinlein","Science Fiction;Fiction;Science Fiction Fantasy;Fantasy;Science Fiction","1988","A book titled To Sail Beyond the Sunset written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Science Fiction Fantasy;Fantasy;Science Fiction genre."
"155","Job: A Comedy of Justice","Robert A. Heinlein","Science Fiction;Fiction;Fantasy;Science Fiction Fantasy;Humor;Religion;Speculative Fiction;Humor","1985","A book titled Job: A Comedy of Justice written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Fantasy;Science Fiction Fantasy;Humor;Religion;Speculative Fiction;Humor genre."
"156","Time for the Stars (Heinlein's Juveniles  #10)","Robert A. Heinlein","Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure;Audiobook;Childrens","2006","A book titled Time for the Stars (Heinlein's Juveniles  #10) written by Robert A. Heinlein belonging to the Science Fiction;Fiction;Young Adult;Science Fiction Fantasy;Adventure;Audiobook;Childrens genre."
"157","The Long Dark Tea-Time of the Soul (Dirk Gently  #2)","Douglas Adams","Fiction;Fantasy;Science Fiction;Humor;Mystery;Humor","1991","A book titled The Long Dark Tea-Time of the Soul (Dirk Gently  #2) written by Douglas Adams belonging to the Fiction;Fantasy;Science Fiction;Humor;Mystery;Humor genre."
"158","The Salmon of Doubt (Dirk Gently  #3)","Douglas Adams","Science Fiction;Fiction;Humor;Fantasy;Humor","2005","A book titled The Salmon of Doubt (Dirk Gently  #3) written by Douglas Adams belonging to the Science Fiction;Fiction;Humor;Fantasy;Humor genre."
"159","Wish You Were Here: The Official Biography of Douglas Adams","Nick  Webb","Biography;Nonfiction;Humor;Biography Memoir;Unfinished;History;Own","2005","A book titled Wish You Were Here: The Official Biography of Douglas Adams written by Nick  Webb belonging to the Biography;Nonfiction;Humor;Biography Memoir;Unfinished;History;Own genre."
"160","Douglas Adams's Starship Titanic","Terry Jones","Science Fiction;Fiction;Humor;Fantasy;Humor","1998","A book titled Douglas Adams's Starship Titanic written by Terry Jones belonging to the Science Fiction;Fiction;Humor;Fantasy;Humor genre."
"161","Salmon of Doubt: Hitchhiking the Galaxy One Last Time","Douglas Adams/Christopher Cerf","Science Fiction;Fiction;Humor;Fantasy;Humor","2003","A book titled Salmon of Doubt: Hitchhiking the Galaxy One Last Time written by Douglas Adams/Christopher Cerf belonging to the Science Fiction;Fiction;Humor;Fantasy;Humor genre."
"162","The Phantom Tollbooth: A Children's Play in Two Acts","Susan Nanus/Norton Juster","Plays;Academic","2011","A book titled The Phantom Tollbooth: A Children's Play in Two Acts written by Susan Nanus/Norton Juster belonging to the Plays;Academic genre."
"163","On Bullshit","Harry G. Frankfurt","Philosophy;Nonfiction;Writing","2005","A book titled On Bullshit written by Harry G. Frankfurt belonging to the Philosophy;Nonfiction;Writing genre."
"164","Another Bullshit Night in Suck City","Nick Flynn","Autobiography","2005","A book titled Another Bullshit Night in Suck City written by Nick Flynn belonging to the Autobiography genre."
"165","Lincoln at Gettysburg: The Words That Remade America","Garry Wills","History;Nonfiction;Military History","1993","A book titled Lincoln at Gettysburg: The Words That Remade America written by Garry Wills belonging to the History;Nonfiction;Military History genre."
"166","The Gettysburg Address","Abraham Lincoln/Michael McCurdy","History;Nonfiction;Politics;Classics;North American Hi...","1998","A book titled The Gettysburg Address written by Abraham Lincoln/Michael McCurdy belonging to the History;Nonfiction;Politics;Classics;North American Hi... genre."
"167","Underworld","Don DeLillo","Fiction;Literature;Novels;Literature","1998","A book titled Underworld written by Don DeLillo belonging to the Fiction;Literature;Novels;Literature genre."
"168","Libra","Don DeLillo","Fiction;Historical","1991","A book titled Libra written by Don DeLillo belonging to the Fiction;Historical genre."
"169","Americana","Don DeLillo","Fiction;Novels;Literature","1989","A book titled Americana written by Don DeLillo belonging to the Fiction;Novels;Literature genre."
"170","Running Dog","Don DeLillo","Fiction;Literature","1989","A book titled Running Dog written by Don DeLillo belonging to the Fiction;Literature genre."
"171","Cosmopolis","Don DeLillo","Fiction;Contemporary;Novels;Literature","2004","A book titled Cosmopolis written by Don DeLillo belonging to the Fiction;Contemporary;Novels;Literature genre."
"172","Great Jones Street","Don DeLillo","Fiction;Music;Literature","1994","A book titled Great Jones Street written by Don DeLillo belonging to the Fiction;Music;Literature genre."
